LocationLatitude,LocationLongitude,prolific_id,age,gender,gender_3_TEXT,race,marital_status,,household_income,politics,dog_neu_moral_1,dog_neu_correct_1,dog_neu_similar_1,sexsim_neu_moral_1,sexsim_neu_correct_1,sexsim_neu_similar_1,incest_neu_moral_1,incest_neu_correct_1,incest_neu_similar_1,chicken_neu_moral_1,chicken_neu_correct_1,chicken_neu_similar_1,lifeboat_neu_moral_1,lifeboat_neu_correct_1,lifeboat_neu_similar_1,footb_neu_moral_1,footb_neu_correct_1,footb_neu_similar_1,electric_neu_moral_1,electric_neu_correct_1,electric_neu_similar_1,village_neu_moral_1,village_neu_correct_1,village_neu_similar_1,dog_memrate,sexsim_memrate,incest_memrate,chicken_memrate,lifeboat_memrate,footb_memrate,electric_memrate,village_memrate,FoMO1_1,FoMO1_2,FoMO1_3,FoMO1_4,FoMO1_5,FoMO2_1,FoMO2_2,FoMO2_3,FoMO2_4,FoMO2_5,FoMO2_6,ih1_1,ih1_2,ih1_3,ih1_4,ih1_5,ih1_6,ih2_1,ih2_2,ih2_3,ih2_4,ih2_5,ih2_6,ih3_1,ih3_2,ih3_3,ih3_4,ih3_5,ih4_1,ih4_2,ih4_3,ih4_4,ih4_5,,info_type2,Scen1,Scen2,Scen3,Scen4,Scen5,Scen6,Scen7,Scen8
33.5645,-111.8901,63804d105c37525d499b9c6c,59,Female,,Asian,Married,,"$100,001 or over",Conservative,-20,60,50,-50,70,70,-100,95,85,-70,75,80,-25,70,80,-95,90,80,-90,85,75,-100,90,85,6,8,8,7,7,8,8,8,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,,neutral,chicken,lifeboat,footb,dog,sexsim,electric,incest,village
38.7883,-121.2366,5dedf76558776a4a4a845c68,51,Male,,White,Single,,"$60,001 - $80,000",Conservative,5,91,7,-50,86,7,-65,100,0,-45,86,0,55,77,6,50,81,3,-100,96,0,86,93,0,7,7,6,8,7,8,7,7,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Very true of me,Moderately true of me,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Not at all true of me,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,,neutral,village,sexsim,footb,lifeboat,chicken,electric,incest,dog
43.0382,-87.91,5fbe0983bb675f29dde28b82,61,Male,,White,Married,,"$20,001 - $40,000",Moderate,-40,60,60,-75,80,80,-80,75,75,-100,75,90,10,60,75,-75,85,75,-50,75,75,-50,75,75,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,lifeboat,incest,dog,chicken,electric,footb,village,sexsim
42.5639,-70.9463,63b6c1e570bcd4c9250d86d5,34,Female,,White,Married,,"$80,001 - $100,000",Slightly Liberal,-27,14,16,-88,2,3,-59,23,19,-94,2,4,33,18,18,43,14,11,15,15,8,-41,17,14,2,2,2,2,2,2,2,2,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,neutral,lifeboat,dog,incest,footb,village,chicken,sexsim,electric
41.2652,-75.8523,5c7ff86348022a0017755632,47,Female,,White,Cohabited,,"$20,001 - $40,000",Strongly Liberal,-100,45,45,100,45,50,-100,55,55,70,40,45,0,40,50,-100,45,45,-100,45,50,-80,50,55,2,6,2,6,1 - I do not remember my responses at all,4,2,1 - I do not remember my responses at all,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Moderately true of me,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,neutral,electric,incest,lifeboat,village,chicken,footb,dog,sexsim
40.7428,-73.9712,5e16a7c34b49a1c91ef46af6,29,Male,,Hispanic and/or Latin,Married,,"$80,001 - $100,000",Moderate,-60,24,52,-99,88,71,-100,99,95,-100,100,100,62,79,79,16,59,61,86,93,79,-17,34,42,8,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Moderately true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,neutral,chicken,village,sexsim,dog,footb,lifeboat,electric,incest
37.7652,-122.1579,5e6bdd2a3ea572199bb7f6b6,62,Female,,White,Single,,"$60,001 - $80,000",Liberal,19,0,0,35,0,0,100,0,0,22,0,0,-21,16,0,-8,8,0,-37,0,0,14,20,0,10 - I completely remember my responses,8,9,8,5,8,10 - I completely remember my responses,7,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly disagree,,neutral,dog,chicken,electric,sexsim,lifeboat,village,footb,incest
39.3361,-76.5389,60fe0c39aeca65f81a1c2095,25,Female,,"Hispanic and/or Latin,White",Single,,"$80,001 - $100,000",Strongly Liberal,-100,62,59,-17,0,0,-78,44,57,-9,8,36,21,21,41,24,0,21,62,58,57,24,0,0,5,7,6,6,7,6,5,6,Moderately true of me,Moderately true of me,Moderately true of me,Moderately true of me,Very true of me,Slightly true of me,Extremely true of me,Slightly true of me,Extremely true of me,Slightly true of me,Slightly true of me,Strongly disagree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,,neutral,chicken,dog,incest,lifeboat,electric,footb,village,sexsim
42.9733,-85.7286,5d85150104ad7f00180935d1,35,Female,,White,Married,,"$60,001 - $80,000",Liberal,-41,24,12,29,4,3,-21,18,64,14,19,35,25,24,63,26,24,64,-62,0,15,21,0,60,3,6,2,4,8,5,7,7,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Very true of me,Not at all true of me,Moderately true of me,Slightly true of me,Moderately true of me,Slightly true of me,Slightly true of me,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Disagree,,neutral,footb,lifeboat,dog,incest,sexsim,village,chicken,electric
37.6403,-122.0667,6100d4108e61dace24b7fd6a,24,Female,,White,Single,,"$60,001 - $80,000",Liberal,-23,20,22,-66,70,71,-89,96,96,-67,82,95,11,33,34,55,53,21,89,87,76,10,28,27,6,8,9,6,8,5,7,4,Very true of me,Very true of me,Very true of me,Extremely true of me,Very true of me,Moderately true of me,Very true of me,Very true of me,Very true of me,Slightly true of me,Moderately true of me,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,,neutral,incest,footb,chicken,electric,dog,sexsim,lifeboat,village
33.4849,-86.8596,60e00468ba249d2d30b2d7b2,42,Male,,White,Married,,"$100,001 or over",Liberal,-80,90,90,-100,100,100,-100,90,90,-100,80,80,40,80,80,70,90,100,-100,100,100,60,90,90,8,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,9,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Very true of me,Very true of me,Moderately true of me,Very true of me,Very true of me,Slightly true of me,Not at all true of me,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,sexsim,electric,village,chicken,incest,dog,lifeboat,footb
28.2694,-81.4742,5f3f5ad05ec7d1257993b196,58,Female,,Black or African American,Single,,"$20,001 - $40,000",Moderate,-100,100,100,-100,100,100,-100,100,100,-100,100,100,-98,100,100,-99,100,100,-99,100,100,-99,100,100,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,sexsim,footb,electric,chicken,village,incest,lifeboat,dog
38.7481,-77.2383,58be2fc3bfc0f4000179f3c5,52,Male,,White,Single,,"$20,001 - $40,000",Conservative,-50,68,25,-12,58,25,-96,95,26,-42,69,25,-52,79,33,-41,79,12,-79,86,17,-55,82,23,8,7,8,7,8,8,7,7,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,,neutral,incest,lifeboat,village,sexsim,dog,chicken,footb,electric
39.7351,-105.0269,5dd06a074ad3e2149c884661,60,Male,,White,Separated or Divorced,,"$40,001 - $60,000",Slightly Liberal,-67,43,14,-12,28,4,-19,13,6,-38,9,8,46,63,11,28,68,9,18,67,10,-42,85,16,3,3,4,6,7,8,7,7,Slightly true of me,Moderately true of me,Slightly true of me,Not at all true of me,Moderately true of me,Not at all true of me,Moderately true of me,Not at all true of me,Very true of me,Slightly true of me,Not at all true of me,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,,neutral,electric,incest,chicken,dog,footb,village,sexsim,lifeboat
33.8718,-118.3369,60fdd635d896e5b5e23bd88c,55,Female,,Asian,Married,,"$40,001 - $60,000",Liberal,0,10,10,-15,10,10,-25,30,10,-5,40,10,10,50,25,-10,45,20,-20,10,10,10,50,25,2,1 - I do not remember my responses at all,2,2,1 - I do not remember my responses at all,2,2,2,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,,neutral,lifeboat,village,footb,incest,chicken,sexsim,electric,dog
29.4698,-98.5357,6298cc9622b9c0f184d25cb3,31,Gender variant/Non-conforming/Other (Please specify),Nonbinary,White,I prefer not to answer,,"$20,001 - $40,000",Strongly Liberal,100,0,0,100,0,0,100,0,0,0,0,0,0,50,52,0,0,0,1,50,51,0,50,50,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,,neutral,dog,electric,lifeboat,village,sexsim,incest,chicken,footb
37.5162,-89.907,5588ee6ffdf99b304dd48297,35,Female,,White,Married,,"$100,001 or over",Slightly Liberal,-61,66,40,-85,66,72,-94,98,41,-86,90,32,-36,61,58,-42,43,62,12,39,66,-29,60,61,10 - I completely remember my responses,10 - I completely remember my responses,7,10 - I completely remember my responses,5,7,7,6,Slightly true of me,Moderately true of me,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Moderately true of me,Moderately true of me,Moderately true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,,neutral,village,chicken,dog,electric,lifeboat,sexsim,incest,footb
41.4615,-88.2786,61464fe94ab78bd0f17d0dc0,30,Female,,White,Married,,"$60,001 - $80,000",Strongly Liberal,-98,76,68,-100,60,60,-100,63,66,9,62,66,-15,56,60,21,61,62,38,62,58,15,60,66,6,7,6,5,6,5,3,5,Very true of me,Very true of me,Very true of me,Slightly true of me,Very true of me,Very true of me,Slightly true of me,Very true of me,Very true of me,Slightly true of me,Very true of me,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,,neutral,sexsim,footb,electric,incest,lifeboat,dog,village,chicken
29.9149,-81.3672,6171bbd074b630c87f2ab0f3,63,Female,,White,Married,,"$60,001 - $80,000",Slightly Conservative,-100,100,100,-100,100,0,-68,1,0,-64,23,0,33,0,0,-5,53,45,-98,100,49,9,25,69,10 - I completely remember my responses,7,4,6,5,4,9,5,Not at all true of me,Not at all true of me,Not at all true of me,Very true of me,Moderately true of me,Not at all true of me,Very true of me,Not at all true of me,Very true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,,neutral,dog,electric,sexsim,chicken,incest,lifeboat,village,footb
42.6701,-73.7754,5ffdf62d9169a23d1edaceab,38,Male,,White,Single,,"Under $20,000",Moderate,-6,0,0,-100,60,0,3,0,0,-100,0,0,16,4,0,-94,0,0,-100,0,0,14,0,0,8,9,4,2,9,10 - I completely remember my responses,8,7,Extremely true of me,Very true of me,Very true of me,Very true of me,Very true of me,Slightly true of me,Very true of me,Moderately true of me,Moderately true of me,Slightly true of me,Not at all true of me,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,,neutral,lifeboat,sexsim,village,dog,footb,electric,incest,chicken
35.1873,-79.473,55b6d0a4fdf99b437183f9b5,61,Female,,White,Separated or Divorced,,"Under $20,000",Strongly Liberal,-33,8,0,36,7,0,75,0,0,54,62,0,-6,26,0,17,15,0,-50,65,0,-57,52,0,6,7,8,8,7,8,6,8,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,,neutral,electric,chicken,lifeboat,village,incest,footb,dog,sexsim
40.5447,-105.1069,5f4a761d2a3d075f5bf652cc,45,Gender variant/Non-conforming/Other (Please specify),non-binary,White,Separated or Divorced,,"Under $20,000",Liberal,-100,100,100,-99,90,100,-100,100,100,-33,33,50,-88,50,50,21,50,50,-50,50,50,50,30,66,9,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,,neutral,village,dog,sexsim,lifeboat,chicken,incest,electric,footb
35.483,-97.5363,5fd14598fd2de30f5eea2fc4,70,Female,,White,Separated or Divorced,,"Under $20,000",Strongly Liberal,-99,1,1,-29,50,50,-99,50,50,-43,0,0,-45,2,1,-95,40,42,-97,0,1,-67,1,0,8,9,9,9,8,8,9,8,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Disagree,,neutral,footb,incest,dog,electric,sexsim,village,lifeboat,chicken
26.2805,-98.4474,63ed2515d3fe6335b2c11094,49,Female,,Hispanic and/or Latin,Married,,"$80,001 - $100,000",Moderate,-100,0,0,-100,0,0,-100,0,0,-100,100,0,-100,0,0,0,50,50,-100,0,0,-100,0,0,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,,neutral,chicken,sexsim,incest,footb,village,electric,dog,lifeboat
46.7414,-92.1663,63e51c4442b650023f6c0c0b,21,Male,,White,Single,,"$60,001 - $80,000",Liberal,-97,67,76,-23,30,64,27,30,37,-28,31,60,28,24,33,18,34,58,-40,22,28,-68,31,40,8,5,3,7,4,7,5,4,Moderately true of me,Very true of me,Extremely true of me,Moderately true of me,Moderately true of me,Slightly true of me,Moderately true of me,Moderately true of me,Moderately true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,,neutral,village,electric,chicken,footb,dog,lifeboat,incest,sexsim
36.8797,-76.2644,612d435206d267d587b12789,58,Male,,Black or African American,Single,,"$40,001 - $60,000",Liberal,-85,70,75,-90,75,65,-80,60,40,-95,75,65,-10,55,35,-20,60,70,-10,70,60,15,70,40,6,9,9,8,7,8,8,7,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,,neutral,incest,village,chicken,footb,electric,lifeboat,sexsim,dog
38.7911,-77.5264,5f5128c3aa1c4e30e4506d2c,78,Male,,White,Cohabited,,"$60,001 - $80,000",Moderate,3,37,0,-9,54,0,34,89,0,5,75,0,-14,76,0,-90,100,0,-100,96,0,86,100,0,5,7,7,8,4,8,6,5,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Moderately true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,,neutral,dog,lifeboat,footb,sexsim,village,chicken,electric,incest
39.264,-81.5332,612d890c774262d7afe06380,28,Female,,White,Married,,"$100,001 or over",Strongly Liberal,-88,36,35,-36,38,32,-77,80,50,-75,26,27,37,30,37,34,35,27,47,33,36,34,23,35,7,5,8,5,7,8,5,6,Very true of me,Slightly true of me,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Very true of me,Not at all true of me,Very true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,,neutral,incest,village,sexsim,lifeboat,dog,electric,footb,chicken
36.0344,-114.9705,64345bf16b9a2e046128887f,70,Male,,Hispanic and/or Latin,Separated or Divorced,,"$20,001 - $40,000",Slightly Conservative,-100,100,100,-100,100,100,-100,100,100,-100,100,100,-98,86,88,-94,92,91,-56,82,82,-96,96,95,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,lifeboat,footb,village,incest,sexsim,dog,chicken,electric
31.1256,-93.1736,5bf408f7f35e0c000101693a,49,Female,,Black or African American,Separated or Divorced,,"Under $20,000",Moderate,2,73,30,-81,88,51,-99,98,66,-81,90,15,87,96,51,63,88,74,93,90,82,45,72,31,8,8,10 - I completely remember my responses,10 - I completely remember my responses,9,9,10 - I completely remember my responses,7,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Very true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,chicken,lifeboat,incest,village,footb,sexsim,dog,electric
30.6032,-96.3136,60fd0953c56aed645358593d,21,Male,,Hispanic and/or Latin,Single,,"$100,001 or over",Conservative,-30,36,71,43,69,69,38,66,62,-35,37,45,56,71,67,47,72,70,42,75,39,23,32,34,3,3,3,3,3,3,3,3,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Moderately true of me,Moderately true of me,Moderately true of me,Slightly true of me,Slightly true of me,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,,neutral,footb,chicken,electric,sexsim,lifeboat,village,incest,dog
41.1484,-95.9067,55dc915b50a1f7001190ddb4,42,Male,,White,Married,,"$80,001 - $100,000",Liberal,-82,0,0,-20,0,0,-90,0,0,-81,0,0,38,0,0,27,0,0,65,0,0,-9,0,0,7,5,7,4,7,4,6,4,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Moderately true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,,neutral,footb,sexsim,lifeboat,electric,incest,chicken,village,dog
